Sede,Operador,Servicio,Tensión,nov-2025,dic-2025,ene-2026,feb-2026,mar-2026,abr-2026
SANTA MARTA MEDIO MAYOREO 2,Aire,Regulado,1,1162,1162,1162,1162,1162,1162
