Sede,Operador,Servicio,Tensión,nov-2025,dic-2025,ene-2026,feb-2026,mar-2026,abr-2026
NEIVA MEDIO MAYOREO,Electrificadora del huila,Regulado,1,481,481,481,481,481,481
